player_id,player,season,team,side,pos,join_string
0800,Sterling Weatherford,2022,IND,DEF,S,Sterling Weatherford IND S
0802,Lucas Krull,2022,NOS,OFF,TE,Lucas Krull NOS TE
0803,Luiji Vilain,2022,MIN,DEF,DE,Luiji Vilain MIN DE
0806,Shakur Brown,2021,PIT,DEF,CB,Shakur Brown PIT CB
0808,Olaijah Griffin,2021,BUF,DEF,CB,Olaijah Griffin BUF CB
10103,Sherrick McManis,2021,FA,DEF,S,Sherrick McManis FA S
10143,Steve McLendon,2021,TBB,DEF,DT,Steve McLendon TBB DT
10143,Steve McLendon,2022,FA,DEF,DT,Steve McLendon FA DT
10149,Tramaine Brock,2021,FA,DEF,CB,Tramaine Brock FA CB
10220,Andrew Sendejo,2021,IND,DEF,S,Andrew Sendejo IND S
10220,Andrew Sendejo,2022,FA,DEF,S,Andrew Sendejo FA S
10260,Patrick Peterson,2021,MIN,DEF,CB,Patrick Peterson MIN CB
10260,Patrick Peterson,2022,MIN,DEF,CB,Patrick Peterson MIN CB
10260,Patrick Peterson,2023,PIT,DEF,CB,Patrick Peterson PIT CB
10261,AJ Green,2021,ARI,OFF,WR,AJ Green ARI WR
10261,AJ Green,2022,ARI,OFF,WR,AJ Green ARI WR
10261,AJ Green,2023,FA,OFF,WR,AJ Green FA WR
10262,Blaine Gabbert,2021,TBB,OFF,QB,Blaine Gabbert TBB QB
10262,Blaine Gabbert,2022,TBB,OFF,QB,Blaine Gabbert TBB QB
10262,Blaine Gabbert,2023,KCC,OFF,QB,Blaine Gabbert KCC QB
10263,Adrian Clayborn,2021,FA,DEF,DE,Adrian Clayborn FA DE
10264,Prince Amukamara,2021,FA,DEF,CB,Prince Amukamara FA CB
10265,Marcell Dareus,2021,FA,DEF,DT,Marcell Dareus FA DT
10266,Cameron Heyward,2021,PIT,DEF,DT,Cameron Heyward PIT DT
10266,Cameron Heyward,2022,PIT,DEF,DT,Cameron Heyward PIT DT
10266,Cameron Heyward,2023,PIT,DEF,DT,Cameron Heyward PIT DT
10267,Von Miller,2021,LAR,DEF,DE,Von Miller LAR DE
10267,Von Miller,2022,BUF,DEF,DE,Von Miller BUF DE
10267,Von Miller,2023,BUF,DEF,DE,Von Miller BUF DE
10269,Robert Quinn,2021,CHI,DEF,DE,Robert Quinn CHI DE
10269,Robert Quinn,2022,PHI,DEF,DE,Robert Quinn PHI DE
10269,Robert Quinn,2023,FA,DEF,DE,Robert Quinn FA DE
10271,Julio Jones,2021,TEN,OFF,WR,Julio Jones TEN WR
10271,Julio Jones,2022,TBB,OFF,WR,Julio Jones TBB WR
10271,Julio Jones,2023,PHI,OFF,WR,Julio Jones PHI WR
10272,JJ Watt,2021,ARI,DEF,DT,JJ Watt ARI DT
10272,JJ Watt,2022,ARI,DEF,DT,JJ Watt ARI DT
10272,JJ Watt,2023,FA,DEF,DT,JJ Watt FA DT
10273,Cam Newton,2021,CAR,OFF,QB,Cam Newton CAR QB
10273,Cam Newton,2022,FA,OFF,QB,Cam Newton FA QB
10273,Cam Newton,2023,FA,OFF,QB,Cam Newton FA QB
10274,Aldon Smith,2021,FA,DEF,DE,Aldon Smith FA DE
10274,Aldon Smith,2022,FA,DEF,DE,Aldon Smith FA DE
10275,Allen Bailey,2021,FA,DEF,DT,Allen Bailey FA DT
10276,Mark Ingram,2021,NOS,OFF,RB,Mark Ingram NOS RB
10276,Mark Ingram,2022,NOS,OFF,RB,Mark Ingram NOS RB
10276,Mark Ingram,2023,FA,OFF,RB,Mark Ingram FA RB
10277,Justin Houston,2021,BAL,DEF,DE,Justin Houston BAL DE
10277,Justin Houston,2022,BAL,DEF,DE,Justin Houston BAL DE
10277,Justin Houston,2023,MIA,DEF,DE,Justin Houston MIA DE
10280,Ryan Kerrigan,2021,PHI,DEF,DE,Ryan Kerrigan PHI DE
10280,Ryan Kerrigan,2022,FA,DEF,DE,Ryan Kerrigan FA DE
10285,Corey Liuget,2021,FA,DEF,DT,Corey Liuget FA DT
10292,Cameron Jordan,2021,NOS,DEF,DE,Cameron Jordan NOS DE
10292,Cameron Jordan,2022,NOS,DEF,DE,Cameron Jordan NOS DE
10292,Cameron Jordan,2023,NOS,DEF,DE,Cameron Jordan NOS DE
10294,Jimmy Smith,2021,BAL,DEF,CB,Jimmy Smith BAL CB
10294,Jimmy Smith,2022,FA,DEF,CB,Jimmy Smith FA CB
10297,Colin Kaepernick,2021,FA,OFF,QB,Colin Kaepernick FA QB
10297,Colin Kaepernick,2022,FA,OFF,QB,Colin Kaepernick FA QB
10297,Colin Kaepernick,2023,FA,OFF,QB,Colin Kaepernick FA QB
10308,Randall Cobb,2021,GBP,OFF,WR,Randall Cobb GBP WR
10308,Randall Cobb,2022,GBP,OFF,WR,Randall Cobb GBP WR
10308,Randall Cobb,2023,NYJ,OFF,WR,Randall Cobb NYJ WR
10312,Kyle Rudolph,2021,NYG,OFF,TE,Kyle Rudolph NYG TE
10312,Kyle Rudolph,2022,TBB,OFF,TE,Kyle Rudolph TBB TE
10312,Kyle Rudolph,2023,FA,OFF,TE,Kyle Rudolph FA TE
10313,Andy Dalton,2021,CHI,OFF,QB,Andy Dalton CHI QB
10313,Andy Dalton,2022,NOS,OFF,QB,Andy Dalton NOS QB
10313,Andy Dalton,2023,CAR,OFF,QB,Andy Dalton CAR QB
10315,Brooks Reed,2021,FA,DEF,DE,Brooks Reed FA DE
10320,Jabaal Sheard,2021,FA,DEF,DE,Jabaal Sheard FA DE
10320,Jabaal Sheard,2022,FA,DEF,DE,Jabaal Sheard FA DE
10324,Marcus Gilchrist,2021,FA,DEF,S,Marcus Gilchrist FA S
10335,Jurrell Casey,2021,FA,DEF,DT,Jurrell Casey FA DT
10350,KJ Wright,2021,LVR,DEF,LB,KJ Wright LVR LB
10350,KJ Wright,2022,FA,DEF,LB,KJ Wright FA LB
10354,Luke Stocker,2021,MIN,OFF,TE,Luke Stocker MIN TE
10354,Luke Stocker,2022,FA,OFF,TE,Luke Stocker FA TE
10368,Taiwan Jones,2021,BUF,OFF,RB,Taiwan Jones BUF RB
10368,Taiwan Jones,2022,BUF,OFF,RB,Taiwan Jones BUF RB
10368,Taiwan Jones,2023,FA,OFF,RB,Taiwan Jones FA RB
10369,Bilal Powell,2021,FA,OFF,RB,Bilal Powell FA RB
10378,Anthony Sherman,2021,FA,OFF,RB,Anthony Sherman FA RB
10379,Buster Skrine,2021,TEN,DEF,CB,Buster Skrine TEN CB
10379,Buster Skrine,2022,FA,DEF,CB,Buster Skrine FA CB
10389,Dion Lewis,2021,FA,OFF,RB,Dion Lewis FA RB
10389,Dion Lewis,2022,FA,OFF,RB,Dion Lewis FA RB
10393,Richard Sherman,2021,TBB,DEF,CB,Richard Sherman TBB CB
10393,Richard Sherman,2022,FA,DEF,CB,Richard Sherman FA CB
10398,Lee Smith,2021,ATL,OFF,TE,Lee Smith ATL TE
10398,Lee Smith,2022,FA,OFF,TE,Lee Smith FA TE
10402,Pernell McPhee,2021,BAL,DEF,DE,Pernell McPhee BAL DE
10402,Pernell McPhee,2022,FA,DEF,DE,Pernell McPhee FA DE
10410,Dwayne Harris,2021,FA,OFF,WR,Dwayne Harris FA WR
10413,Tyrod Taylor,2021,HOU,OFF,QB,Tyrod Taylor HOU QB
10413,Tyrod Taylor,2022,NYG,OFF,QB,Tyrod Taylor NYG QB
10413,Tyrod Taylor,2023,NYG,OFF,QB,Tyrod Taylor NYG QB
10432,Virgil Green,2021,FA,OFF,TE,Virgil Green FA TE
10457,Lawrence Guy,2021,NEP,DEF,DT,Lawrence Guy NEP DT
10457,Lawrence Guy,2022,NEP,DEF,DT,Lawrence Guy NEP DT
10457,Lawrence Guy,2023,NEP,DEF,DT,Lawrence Guy NEP DT
10465,Malcolm Smith,2021,CLE,DEF,LB,Malcolm Smith CLE LB
10465,Malcolm Smith,2022,FA,DEF,LB,Malcolm Smith FA LB
10514,Nick Bellore,2021,SEA,OFF,RB,Nick Bellore SEA RB
10514,Nick Bellore,2022,SEA,OFF,RB,Nick Bellore SEA RB
10514,Nick Bellore,2023,SEA,OFF,RB,Nick Bellore SEA RB
10554,Mario Addison,2021,BUF,DEF,DE,Mario Addison BUF DE
10554,Mario Addison,2022,HOU,DEF,DE,Mario Addison HOU DE
10554,Mario Addison,2023,FA,DEF,DE,Mario Addison FA DE
10592,Chris Harris,2021,LAC,DEF,CB,Chris Harris LAC CB
10592,Chris Harris,2022,NOS,DEF,CB,Chris Harris NOS CB
10592,Chris Harris,2023,FA,DEF,CB,Chris Harris FA CB
10653,Josh Bynes,2021,BAL,DEF,LB,Josh Bynes BAL LB
10653,Josh Bynes,2022,FA,DEF,LB,Josh Bynes FA LB
10653,Josh Bynes,2023,FA,DEF,LB,Josh Bynes FA LB
10695,Andrew Luck,2021,FA,OFF,QB,Andrew Luck FA QB
10695,Andrew Luck,2022,FA,OFF,QB,Andrew Luck FA QB
10696,Robert Griffin,2021,FA,OFF,QB,Robert Griffin FA QB
10697,Ryan Tannehill,2021,TEN,OFF,QB,Ryan Tannehill TEN QB
10697,Ryan Tannehill,2022,TEN,OFF,QB,Ryan Tannehill TEN QB
10697,Ryan Tannehill,2023,TEN,OFF,QB,Ryan Tannehill TEN QB
10699,Nick Foles,2021,CHI,OFF,QB,Nick Foles CHI QB
10699,Nick Foles,2022,IND,OFF,QB,Nick Foles IND QB
10699,Nick Foles,2023,FA,OFF,QB,Nick Foles FA QB
10700,Kirk Cousins,2021,MIN,OFF,QB,Kirk Cousins MIN QB
10700,Kirk Cousins,2022,MIN,OFF,QB,Kirk Cousins MIN QB
10700,Kirk Cousins,2023,MIN,OFF,QB,Kirk Cousins MIN QB
10703,Russell Wilson,2021,SEA,OFF,QB,Russell Wilson SEA QB
10703,Russell Wilson,2022,DEN,OFF,QB,Russell Wilson DEN QB
10703,Russell Wilson,2023,DEN,OFF,QB,Russell Wilson DEN QB
10708,Lamar Miller,2021,FA,OFF,RB,Lamar Miller FA RB
10708,Lamar Miller,2022,FA,OFF,RB,Lamar Miller FA RB
10722,Alshon Jeffery,2021,FA,OFF,WR,Alshon Jeffery FA WR
10722,Alshon Jeffery,2022,FA,OFF,WR,Alshon Jeffery FA WR
10723,Mohamed Sanu,2021,SFO,OFF,WR,Mohamed Sanu SFO WR
10723,Mohamed Sanu,2022,FA,OFF,WR,Mohamed Sanu FA WR
10723,Mohamed Sanu,2023,FA,OFF,WR,Mohamed Sanu FA WR
10729,TY Hilton,2021,IND,OFF,WR,TY Hilton IND WR
10729,TY Hilton,2022,DAL,OFF,WR,TY Hilton DAL WR
10729,TY Hilton,2023,FA,OFF,WR,TY Hilton FA WR
10737,Travis Benjamin,2021,SFO,OFF,WR,Travis Benjamin SFO WR
10737,Travis Benjamin,2022,FA,OFF,WR,Travis Benjamin FA WR
10738,Marvin Jones,2021,JAC,OFF,WR,Marvin Jones JAC WR
10738,Marvin Jones,2022,JAC,OFF,WR,Marvin Jones JAC WR
10738,Marvin Jones,2023,FA,OFF,WR,Marvin Jones FA WR
10749,Melvin Ingram,2021,KCC,DEF,DE,Melvin Ingram KCC DE
10749,Melvin Ingram,2022,MIA,DEF,DE,Melvin Ingram MIA DE
10749,Melvin Ingram,2023,MIA,DEF,DE,Melvin Ingram MIA DE
10753,Chandler Jones,2021,ARI,DEF,DE,Chandler Jones ARI DE
10753,Chandler Jones,2022,LVR,DEF,DE,Chandler Jones LVR DE
10753,Chandler Jones,2023,FA,DEF,DE,Chandler Jones FA DE
10754,Whitney Mercilus,2021,GBP,DEF,DE,Whitney Mercilus GBP DE
10754,Whitney Mercilus,2022,FA,DEF,DE,Whitney Mercilus FA DE
10755,Vinny Curry,2021,FA,DEF,DE,Vinny Curry FA DE
10755,Vinny Curry,2022,NYJ,DEF,DE,Vinny Curry NYJ DE
10755,Vinny Curry,2023,FA,DEF,DE,Vinny Curry FA DE
10761,Dontari Poe,2021,FA,DEF,DT,Dontari Poe FA DT
10762,Fletcher Cox,2021,PHI,DEF,DT,Fletcher Cox PHI DT
10762,Fletcher Cox,2022,PHI,DEF,DT,Fletcher Cox PHI DT
10762,Fletcher Cox,2023,PHI,DEF,DT,Fletcher Cox PHI DT
10763,Michael Brockers,2021,DET,DEF,DT,Michael Brockers DET DT
10763,Michael Brockers,2022,DET,DEF,DT,Michael Brockers DET DT
10763,Michael Brockers,2023,FA,DEF,DT,Michael Brockers FA DT
10766,Bruce Irvin,2021,CHI,DEF,DE,Bruce Irvin CHI DE
10766,Bruce Irvin,2022,SEA,DEF,DE,Bruce Irvin SEA DE
10766,Bruce Irvin,2023,MIA,DEF,DE,Bruce Irvin MIA DE
10768,Lavonte David,2021,TBB,DEF,LB,Lavonte David TBB LB
10768,Lavonte David,2022,TBB,DEF,LB,Lavonte David TBB LB
10768,Lavonte David,2023,TBB,DEF,LB,Lavonte David TBB LB
10770,Zach Brown,2021,FA,DEF,LB,Zach Brown FA LB
10772,Vontaze Burfict,2021,FA,DEF,LB,Vontaze Burfict FA LB
10774,Donta Hightower,2021,NEP,DEF,LB,Donta Hightower NEP LB
10774,Donta Hightower,2022,FA,DEF,LB,Donta Hightower FA LB
10774,Donta Hightower,2023,FA,DEF,LB,Donta Hightower FA LB
10775,Bobby Wagner,2021,SEA,DEF,LB,Bobby Wagner SEA LB
10775,Bobby Wagner,2022,LAR,DEF,LB,Bobby Wagner LAR LB
10775,Bobby Wagner,2023,SEA,DEF,LB,Bobby Wagner SEA LB
10778,Dre Kirkpatrick,2021,FA,DEF,CB,Dre Kirkpatrick FA CB
10778,Dre Kirkpatrick,2022,FA,DEF,CB,Dre Kirkpatrick FA CB
10779,Janoris Jenkins,2021,TEN,DEF,CB,Janoris Jenkins TEN CB
10779,Janoris Jenkins,2022,FA,DEF,CB,Janoris Jenkins FA CB
10779,Janoris Jenkins,2023,FA,DEF,CB,Janoris Jenkins FA CB
10782,Mark Barron,2021,FA,DEF,LB,Mark Barron FA LB
10783,Harrison Smith,2021,MIN,DEF,S,Harrison Smith MIN S
10783,Harrison Smith,2022,MIN,DEF,S,Harrison Smith MIN S
10783,Harrison Smith,2023,MIN,DEF,S,Harrison Smith MIN S
10784,George Iloka,2021,FA,DEF,S,George Iloka FA S
10789,Stephon Gilmore,2021,CAR,DEF,CB,Stephon Gilmore CAR CB
10789,Stephon Gilmore,2022,IND,DEF,CB,Stephon Gilmore IND CB
10789,Stephon Gilmore,2023,DAL,DEF,CB,Stephon Gilmore DAL CB
10793,Casey Hayward,2021,LVR,DEF,CB,Casey Hayward LVR CB
10793,Casey Hayward,2022,ATL,DEF,CB,Casey Hayward ATL CB
10793,Casey Hayward,2023,FA,DEF,CB,Casey Hayward FA CB
10806,Derek Wolfe,2021,BAL,DEF,DT,Derek Wolfe BAL DT
10806,Derek Wolfe,2022,FA,DEF,DT,Derek Wolfe FA DT
10807,Mychal Kendricks,2021,FA,DEF,LB,Mychal Kendricks FA LB
10807,Mychal Kendricks,2022,FA,DEF,LB,Mychal Kendricks FA LB
10808,Tavon Wilson,2021,SFO,DEF,S,Tavon Wilson SFO S
10808,Tavon Wilson,2022,FA,DEF,S,Tavon Wilson FA S
10815,Olivier Vernon,2021,FA,DEF,DE,Olivier Vernon FA DE
10815,Olivier Vernon,2022,FA,DEF,DE,Olivier Vernon FA DE
10816,Demario Davis,2021,NOS,DEF,LB,Demario Davis NOS LB
10816,Demario Davis,2022,NOS,DEF,LB,Demario Davis NOS LB
10816,Demario Davis,2023,NOS,DEF,LB,Demario Davis NOS LB
10819,Tyrone Crawford,2021,FA,DEF,DT,Tyrone Crawford FA DT
10823,Akiem Hicks,2021,CHI,DEF,DT,Akiem Hicks CHI DT
10823,Akiem Hicks,2022,TBB,DEF,DT,Akiem Hicks TBB DT
10823,Akiem Hicks,2023,FA,DEF,DT,Akiem Hicks FA DT
10827,Nigel Bradham,2021,FA,DEF,LB,Nigel Bradham FA LB
10831,Kyle Wilber,2021,LVR,DEF,LB,Kyle Wilber LVR LB
10841,Mike Daniels,2021,CIN,DEF,DT,Mike Daniels CIN DT
10841,Mike Daniels,2022,FA,DEF,DT,Mike Daniels FA DT
10846,Malik Jackson,2021,CLE,DEF,DT,Malik Jackson CLE DT
10846,Malik Jackson,2022,FA,DEF,DT,Malik Jackson FA DT
10847,Tahir Whitehead,2021,FA,DEF,LB,Tahir Whitehead FA LB
10847,Tahir Whitehead,2022,FA,DEF,LB,Tahir Whitehead FA LB
10851,Josh Norman,2021,SFO,DEF,CB,Josh Norman SFO CB
10851,Josh Norman,2022,FA,DEF,CB,Josh Norman FA CB
10851,Josh Norman,2023,BUF,DEF,CB,Josh Norman BUF CB
10861,Jack Crawford,2021,ARI,DEF,DT,Jack Crawford ARI DT
10861,Jack Crawford,2022,FA,DEF,DT,Jack Crawford FA DT
10870,Alfred Morris,2021,FA,OFF,RB,Alfred Morris FA RB
10870,Alfred Morris,2022,FA,OFF,RB,Alfred Morris FA RB
10874,Justin Bethel,2021,NEP,DEF,CB,Justin Bethel NEP CB
10874,Justin Bethel,2022,MIA,DEF,CB,Justin Bethel MIA CB
10874,Justin Bethel,2023,MIA,DEF,CB,Justin Bethel MIA CB
10879,Danny Trevathan,2021,CHI,DEF,LB,Danny Trevathan CHI LB
10879,Danny Trevathan,2022,FA,DEF,LB,Danny Trevathan FA LB
10879,Danny Trevathan,2023,FA,DEF,LB,Danny Trevathan FA LB
10884,Nate Ebner,2021,NYG,DEF,S,Nate Ebner NYG S
10884,Nate Ebner,2022,FA,DEF,S,Nate Ebner FA S
10888,Billy Winn,2021,FA,DEF,DT,Billy Winn FA DT
10932,Brandon Bolden,2021,NEP,OFF,RB,Brandon Bolden NEP RB
10932,Brandon Bolden,2022,LVR,OFF,RB,Brandon Bolden LVR RB
10932,Brandon Bolden,2023,LVR,OFF,RB,Brandon Bolden LVR RB
10935,Alex Tanney,2021,FA,OFF,QB,Alex Tanney FA QB
10940,Derek Carrier,2021,LVR,OFF,TE,Derek Carrier LVR TE
10940,Derek Carrier,2022,FA,OFF,TE,Derek Carrier FA TE
10948,Case Keenum,2021,CLE,OFF,QB,Case Keenum CLE QB
10948,Case Keenum,2022,BUF,OFF,QB,Case Keenum BUF QB
10948,Case Keenum,2023,HOU,OFF,QB,Case Keenum HOU QB
10960,Josh Gordon,2021,KCC,OFF,WR,Josh Gordon KCC WR
10960,Josh Gordon,2022,TEN,OFF,WR,Josh Gordon TEN WR
10960,Josh Gordon,2023,FA,OFF,WR,Josh Gordon FA WR
10973,Cole Beasley,2021,BUF,OFF,WR,Cole Beasley BUF WR
10973,Cole Beasley,2022,BUF,OFF,WR,Cole Beasley BUF WR
10973,Cole Beasley,2023,FA,OFF,WR,Cole Beasley FA WR
10981,Anthony Levine,2021,FA,DEF,S,Anthony Levine FA S
10981,Anthony Levine,2022,FA,DEF,S,Anthony Levine FA S
10983,Chris Hogan,2021,FA,OFF,WR,Chris Hogan FA WR
10983,Chris Hogan,2022,FA,OFF,WR,Chris Hogan FA WR
10985,Jamize Olawale,2021,FA,OFF,RB,Jamize Olawale FA RB
10989,LJ Fort,2021,BAL,DEF,LB,LJ Fort BAL LB
10989,LJ Fort,2022,FA,DEF,LB,LJ Fort FA LB
11000,Julian Stanford,2021,CAR,DEF,LB,Julian Stanford CAR LB
11000,Julian Stanford,2022,FA,DEF,LB,Julian Stanford FA LB
11010,Tashaun Gipson,2021,CHI,DEF,S,Tashaun Gipson CHI S
11010,Tashaun Gipson,2022,SFO,DEF,S,Tashaun Gipson SFO S
11010,Tashaun Gipson,2023,SFO,DEF,S,Tashaun Gipson SFO S
11011,Johnson Bademosi,2021,FA,DEF,CB,Johnson Bademosi FA CB
11012,Craig Robertson,2021,FA,DEF,LB,Craig Robertson FA LB
11017,Rodney McLeod,2021,PHI,DEF,S,Rodney McLeod PHI S
11017,Rodney McLeod,2022,IND,DEF,S,Rodney McLeod IND S
11017,Rodney McLeod,2023,CLE,DEF,S,Rodney McLeod CLE S
11039,Matt Overton,2021,LAC,DEF,LB,Matt Overton LAC LB
11045,Damon Harrison,2021,FA,DEF,DT,Damon Harrison FA DT
11087,Neiko Thorpe,2021,FA,DEF,CB,Neiko Thorpe FA CB
11150,Geno Smith,2021,SEA,OFF,QB,Geno Smith SEA QB
11150,Geno Smith,2022,SEA,OFF,QB,Geno Smith SEA QB
11150,Geno Smith,2023,SEA,OFF,QB,Geno Smith SEA QB
11151,Matt Barkley,2021,FA,OFF,QB,Matt Barkley FA QB
11151,Matt Barkley,2022,BUF,OFF,QB,Matt Barkley BUF QB
11151,Matt Barkley,2023,JAC,OFF,QB,Matt Barkley JAC QB
11152,Mike Glennon,2021,NYG,OFF,QB,Mike Glennon NYG QB
11152,Mike Glennon,2022,FA,OFF,QB,Mike Glennon FA QB
11152,Mike Glennon,2023,FA,OFF,QB,Mike Glennon FA QB
11170,Tyler Bray,2021,FA,OFF,QB,Tyler Bray FA QB
11177,Kenjon Barner,2021,TBB,OFF,RB,Kenjon Barner TBB RB
11177,Kenjon Barner,2022,FA,OFF,RB,Kenjon Barner FA RB
11182,Rex Burkhead,2021,HOU,OFF,RB,Rex Burkhead HOU RB
11182,Rex Burkhead,2022,HOU,OFF,RB,Rex Burkhead HOU RB
11182,Rex Burkhead,2023,FA,OFF,RB,Rex Burkhead FA RB
11186,Chris Thompson,2021,FA,OFF,RB,Chris Thompson FA RB
11186,Chris Thompson,2022,FA,OFF,RB,Chris Thompson FA RB
11188,Theo Riddick,2021,FA,OFF,RB,Theo Riddick FA RB
11192,LeVeon Bell,2021,FA,OFF,RB,LeVeon Bell FA RB
11192,LeVeon Bell,2022,FA,OFF,RB,LeVeon Bell FA RB
11192,LeVeon Bell,2023,FA,OFF,RB,LeVeon Bell FA RB
11193,Giovani Bernard,2021,TBB,OFF,RB,Giovani Bernard TBB RB
11193,Giovani Bernard,2022,TBB,OFF,RB,Giovani Bernard TBB RB
11193,Giovani Bernard,2023,FA,OFF,RB,Giovani Bernard FA RB
11199,Spencer Ware,2021,FA,OFF,RB,Spencer Ware FA RB
11213,Tavon Austin,2021,JAC,OFF,WR,Tavon Austin JAC WR
11213,Tavon Austin,2022,FA,OFF,WR,Tavon Austin FA WR
11213,Tavon Austin,2023,FA,OFF,WR,Tavon Austin FA WR
11222,Keenan Allen,2021,LAC,OFF,WR,Keenan Allen LAC WR
11222,Keenan Allen,2022,LAC,OFF,WR,Keenan Allen LAC WR
11222,Keenan Allen,2023,LAC,OFF,WR,Keenan Allen LAC WR
11225,Cordarrelle Patterson,2021,ATL,OFF,WR,Cordarrelle Patterson ATL WR
11225,Cordarrelle Patterson,2022,ATL,OFF,RB,Cordarrelle Patterson ATL RB
11225,Cordarrelle Patterson,2023,ATL,OFF,RB,Cordarrelle Patterson ATL RB
11227,Kenny Stills,2021,NOS,OFF,WR,Kenny Stills NOS WR
11227,Kenny Stills,2022,FA,OFF,WR,Kenny Stills FA WR
11227,Kenny Stills,2023,FA,OFF,WR,Kenny Stills FA WR
11228,Robert Woods,2021,LAR,OFF,WR,Robert Woods LAR WR
11228,Robert Woods,2022,TEN,OFF,WR,Robert Woods TEN WR
11228,Robert Woods,2023,HOU,OFF,WR,Robert Woods HOU WR
11232,DeAndre Hopkins,2021,ARI,OFF,WR,DeAndre Hopkins ARI WR
11232,DeAndre Hopkins,2022,ARI,OFF,WR,DeAndre Hopkins ARI WR
11232,DeAndre Hopkins,2023,TEN,OFF,WR,DeAndre Hopkins TEN WR
11239,Marquise Goodwin,2021,CHI,OFF,WR,Marquise Goodwin CHI WR
11239,Marquise Goodwin,2022,SEA,OFF,WR,Marquise Goodwin SEA WR
11239,Marquise Goodwin,2023,CLE,OFF,WR,Marquise Goodwin CLE WR
11244,Travis Kelce,2021,KCC,OFF,TE,Travis Kelce KCC TE
11244,Travis Kelce,2022,KCC,OFF,TE,Travis Kelce KCC TE
11244,Travis Kelce,2023,KCC,OFF,TE,Travis Kelce KCC TE
11247,Zach Ertz,2021,ARI,OFF,TE,Zach Ertz ARI TE
11247,Zach Ertz,2022,ARI,OFF,TE,Zach Ertz ARI TE
11247,Zach Ertz,2023,FA,OFF,TE,Zach Ertz FA TE
11248,Jordan Reed,2021,FA,OFF,TE,Jordan Reed FA TE
11250,Tyler Eifert,2021,FA,OFF,TE,Tyler Eifert FA TE
11250,Tyler Eifert,2022,FA,OFF,TE,Tyler Eifert FA TE
11252,Levine Toilolo,2021,NYG,OFF,TE,Levine Toilolo NYG TE
11252,Levine Toilolo,2022,FA,OFF,TE,Levine Toilolo FA TE
11257,Vance McDonald,2021,FA,OFF,TE,Vance McDonald FA TE
11261,Damontre Moore,2021,FA,DEF,DE,Damontre Moore FA DE
11261,Damontre Moore,2022,FA,DEF,DE,Damontre Moore FA DE
11262,Alex Okafor,2021,KCC,DEF,DE,Alex Okafor KCC DE
11262,Alex Okafor,2022,FA,DEF,DE,Alex Okafor FA DE
11263,Dion Jordan,2021,FA,DEF,DE,Dion Jordan FA DE
11263,Dion Jordan,2022,FA,DEF,DE,Dion Jordan FA DE
11265,William Gholston,2021,TBB,DEF,DT,William Gholston TBB DT
11265,William Gholston,2022,TBB,DEF,DT,William Gholston TBB DT
11265,William Gholston,2023,TBB,DEF,DT,William Gholston TBB DT
11267,Ezekiel Ansah,2021,FA,DEF,DE,Ezekiel Ansah FA DE
11272,Datone Jones,2021,FA,DEF,DT,Datone Jones FA DT
11273,John Simon,2021,PIT,DEF,DE,John Simon PIT DE
11273,John Simon,2022,FA,DEF,DE,John Simon FA DE
11274,Margus Hunt,2021,CHI,DEF,DT,Margus Hunt CHI DT
11274,Margus Hunt,2022,FA,DEF,DT,Margus Hunt FA DT
11278,Abry Jones,2021,FA,DEF,DT,Abry Jones FA DT
11280,Star Lotulelei,2021,BUF,DEF,DT,Star Lotulelei BUF DT
11280,Star Lotulelei,2022,FA,DEF,DT,Star Lotulelei FA DT
11281,Johnathan Hankins,2021,LVR,DEF,DT,Johnathan Hankins LVR DT
11281,Johnathan Hankins,2022,DAL,DEF,DT,Johnathan Hankins DAL DT
11281,Johnathan Hankins,2023,DAL,DEF,DT,Johnathan Hankins DAL DT
11282,Akeem Spence,2021,FA,DEF,DT,Akeem Spence FA DT
11282,Akeem Spence,2022,FA,DEF,DT,Akeem Spence FA DT
11283,Sheldon Richardson,2021,MIN,DEF,DT,Sheldon Richardson MIN DT
11283,Sheldon Richardson,2022,FA,DEF,DT,Sheldon Richardson FA DT
11283,Sheldon Richardson,2023,FA,DEF,DT,Sheldon Richardson FA DT
11285,Sylvester Williams,2021,FA,DEF,DT,Sylvester Williams FA DT
11286,John Jenkins,2021,MIA,DEF,DT,John Jenkins MIA DT
11286,John Jenkins,2022,MIA,DEF,DT,John Jenkins MIA DT
11286,John Jenkins,2023,LVR,DEF,DT,John Jenkins LVR DT
11292,Manti Teo,2021,FA,DEF,LB,Manti Teo FA LB
11293,Alec Ogletree,2021,CHI,DEF,LB,Alec Ogletree CHI LB
11293,Alec Ogletree,2022,FA,DEF,LB,Alec Ogletree FA LB
11295,Barkevious Mingo,2021,FA,DEF,DE,Barkevious Mingo FA DE
11299,Jon Bostic,2021,WAS,DEF,LB,Jon Bostic WAS LB
11299,Jon Bostic,2022,WAS,DEF,LB,Jon Bostic WAS LB
11299,Jon Bostic,2023,FA,DEF,LB,Jon Bostic FA LB
11308,Kiko Alonso,2021,FA,DEF,LB,Kiko Alonso FA LB
11310,Kevin Minter,2021,TBB,DEF,LB,Kevin Minter TBB LB
11310,Kevin Minter,2022,FA,DEF,LB,Kevin Minter FA LB
11312,Desmond Trufant,2021,LVR,DEF,CB,Desmond Trufant LVR CB
11312,Desmond Trufant,2022,FA,DEF,CB,Desmond Trufant FA CB
11313,Tyrann Mathieu,2021,KCC,DEF,S,Tyrann Mathieu KCC S
